args0,cores,date,host,host-id,mean-runtime,platform,spec-name
benchmark_specs/data/id3-small.dat,1,1459849569,cores1n28,2435574839456446451,8877810.0,Intel Sandy Bridge,benchmark_specs.id3.small.serial.csv
benchmark_specs/data/id3-small.dat,1,1459849569,cores1n28,2435574839456446451,10178205.0,Intel Sandy Bridge,benchmark_specs.id3.small.parfun.csv
39,1,1459836991,cores1n34,7750571244481603852,2645141.0,Intel Sandy Bridge,benchmark_specs.fib.big.parfun.csv
39,1,1459836991,cores1n34,7750571244481603852,4153800.9999999995,Intel Sandy Bridge,benchmark_specs.fib.big.serial.csv
,1,,cores1n47,3027898843014288751,548000.0,Intel Sandy Bridge,fib.fj_java
,1,,cores1n47,3027898843014288751,583000.0,Intel Sandy Bridge,fib.serial_java
39,1,1459821894,cores1n21,3846456533742167036,2980157.0,Intel Sandy Bridge,benchmark_specs.fib.big.parfun.csv
39,1,1459821894,cores1n21,3846456533742167036,10623094.0,Intel Sandy Bridge,benchmark_specs.fib.big.serial.csv
,2,,cores2n15,6544936979185691763,533000.0,Intel Sandy Bridge,fib.fj_java
,2,,cores2n15,6544936979185691763,563000.0,Intel Sandy Bridge,fib.serial_java
39,2,1459829670,cores2n4,6290292817791976863,5978323.0,Intel Sandy Bridge,benchmark_specs.fib.big.parfun.csv
39,2,1459829670,cores2n4,6290292817791976863,6760468.0,Intel Sandy Bridge,benchmark_specs.fib.big.serial.csv
39,4,1459840251,cores4n2,4315185715121936937,2656795.0,Intel Sandy Bridge,benchmark_specs.fib.big.parfun.csv
39,4,1459840251,cores4n2,4315185715121936937,5729104.0,Intel Sandy Bridge,benchmark_specs.fib.big.serial.csv
,1,,cores1n35,1190463571237983599,520000.0,Intel Sandy Bridge,fib.fj_java
,1,,cores1n35,1190463571237983599,555000.0,Intel Sandy Bridge,fib.serial_java
